"Version1","Version1.4","Version2.1","Version3.1","UniProt","PANTHER"
"Sb08g017780","Sb08g017780","Sobic.008G126200","Sobic.008G126200","C5YPM9","PTHR31713"
"Sb08g018585","Sb08g018585","Sobic.008G133900","Sobic.008G133900","C5YPX2","PTHR33377"
"Sb08g018720","Sb08g018720","Sobic.008G135600","Sobic.008G135600","C5YPY7","PTHR31048"
"Sb08g019350","Sb08g019350","Sobic.008G142900","Sobic.008G142900","C5YQG0","PTHR33167"
"Sb08g019360","Sb08g019360","Sobic.008G143000","Sobic.008G143000","C5YQG1","PTHR33167"
"Sb08g019490","Sb08g019490","Sobic.008G144500","Sobic.008G144500","C5YQH9","PTHR26374"
"Sb08g019960","Sb08g019960","Sobic.008G149900","Sobic.008G149900","C5YQX9",""
"Sb08g020025","Sb08g020025","Sobic.008G150700","Sobic.008G150700","C5YQY6","PTHR16166"
"Sb08g020650","Sb08g020650","Sobic.008G157600","Sobic.008G157600","null",""
"Sb08g021970","Sb08g021970","Sobic.008G175200","Sobic.008G175200","C5YSE7","PTHR14155"
"Sb08g022000","Sb08g022000","Sobic.008G175800","Sobic.008G175800","C5YSF0","PTHR33729"
"Sb08g022140","Sb08g022140","Sobic.008G177800","Sobic.008G177800","C5YSG4","PTHR22966"
"Sb08g022170","Sb08g022170","Sobic.008G178200","null","C5YSG8","PTHR23155"
"Sb08g022450","Sb08g022450","Sobic.008G182900","Sobic.008G182900","C5YSK7","PTHR31048"
"Sb08g022900","Sb08g022900","Sobic.008G188100","Sobic.008G188100","C5YT03","PTHR31042"
"Sb08g022910","Sb08g022910","Sobic.008G188400","Sobic.008G188400","C5YT04","PTHR11157"
"Sb08g023130","Sb08g023130","Sobic.008G191100","Sobic.008G191100","C5YT29","PTHR21576"
"Sb08g023150","Sb08g023150","Sobic.008G191300","Sobic.008G191300","C5YT31","PTHR23070"
"Sb08g023190","Sb08g023190","Sobic.008G191700","Sobic.008G191700","C5YT35",""
"Sb08g023220","Sb08g023220","Sobic.008G192000","Sobic.008G192000","C5YT39","PTHR13848"
"Sb08g023230","Sb08g023230","Sobic.008G192100","Sobic.008G192100","C5YT40","PTHR34190"
"Sb07g000520","Sb07g000520","Sobic.007G003600","Sobic.007G003600","C5YLF3","PTHR24298"
"Sb07g000625","Sb07g000625","Sobic.007G004900","Sobic.007G004900","C5YLG5","PTHR37732"
"Sb07g000630","Sb07g000630","Sobic.007G005000","null","C5YLG6","PTHR12606"
"Sb07g000765","Sb07g000765","Sobic.007G007000","Sobic.007G007000","C5YLI7","PTHR11132"
"Sb07g001060","Sb07g001060","Sobic.007G010800","Sobic.007G010800","C5YLW5","PTHR14140"
"Sb07g002090","Sb07g002090","Sobic.007G023700","Sobic.007G023700","C5YMI0","PTHR12626"
"Sb07g002220","Sb07g002220","Sobic.007G025400","Sobic.007G025400","null",""
"Sb07g002320","Sb07g002320","Sobic.007G026500","Sobic.007G026500","null",""
"Sb07g002330","Sb07g002330","Sobic.007G026600","Sobic.007G026600","C5YMK8","PTHR24413"
"Sb07g002600","Sb07g002600","Sobic.007G029800","Sobic.007G029800","C5YMY0","PTHR33076"
"Sb07g003270","Sb07g003270","Sobic.007G038500","Sobic.007G038500","C5YGT1","PTHR19139"
"Sb07g003280","Sb07g003280","Sobic.007G038600","Sobic.007G038600","null",""
"Sb07g004190","Sb07g004190","Sobic.007G051800","Sobic.007G051800","C5YHE6","PTHR11514"
"Sb07g004400","Sb07g004400","Sobic.007G054600","Sobic.007G054600","C5YHG9","PTHR33132"
"Sb07g004720","Sb07g004720","Sobic.007G059200","null","C5YHV0","PTHR31625"
"Sb07g004730","Sb07g004730","Sobic.007G059400","Sobic.007G059400","C5YHV1","PTHR31625"
"Sb07g004770","Sb07g004770","Sobic.007G059900","Sobic.007G059900","null",""
"Sb07g004900","Sb07g004900","Sobic.007G061100","null","C5YHW9","PTHR22952"
"Sb07g005400","Sb07g005400","Sobic.007G068200","Sobic.007G068200","C5YIC2","PTHR12526"
"Sb07g005880","Sb07g005880","Sobic.007G074000","Sobic.007G074000","C5YII1","PTHR31568"
"Sb07g006020","Sb07g006020","null","Sobic.007G075250","C5YIJ6","PTHR33147"
"Sb07g006470","Sb07g006470","null","Sobic.007G080780","C5YIZ5","PTHR27004"
"Sb07g006500","Sb07g006500","Sobic.007G080900","Sobic.007G080900","C5YJ00","PTHR26379"
"Sb07g007690","Sb07g007690","Sobic.007G088300","Sobic.007G088300","C5YJH2","PTHR33493"
"Sb07g012720","Sb07g012720","Sobic.007G101800","null","C5YK28","PTHR13697"
"Sb07g015030","Sb07g015030","Sobic.007G107000","Sobic.007G107000","C5YK90","PTHR13903"
"Sb07g015170","Sb07g015170","Sobic.007G108900","Sobic.007G108900","C5YKA9","PTHR35551"
"Sb07g015450","Sb07g015450","Sobic.007G109900","Sobic.007G109900","C5YKC0","PTHR22952"
"Sb07g018020","Sb07g018020","Sobic.007G113900","Sobic.007G113900","C5YKG5","PTHR10994"
"Sb07g019320","Sb07g019320","null","Sobic.007G116950","C5YKK8","PTHR11071"
"Sb07g019400","Sb07g019400","null","Sobic.007G118301","C5YKM0","PTHR32096"
"Sb07g019830","Sb07g019830","Sobic.007G121200","null","C5YKQ2",""
"Sb07g019840","Sb07g019840","Sobic.007G121300","Sobic.007G121300","C5YKQ3","PTHR13047"
"Sb07g019850","Sb07g019850","Sobic.007G121400","Sobic.007G121400","C5YKQ4","PTHR22884"
"Sb07g019910","Sb07g019910","Sobic.007G122200","Sobic.007G122200","C5YKR4","PTHR33868"
"Sb07g020040","Sb07g020040","Sobic.007G123400","Sobic.007G123400","C5YKT0","PTHR22814"
"Sb07g020270","Sb07g020270","Sobic.007G126100","udp-forming] 10-related","C5YKV9","PTHR10788"
"Sb07g020590","Sb07g020590","Sobic.007G130100","Sobic.007G130100","C5YL01","PTHR23315"
"Sb07g020760","Sb07g020760","Sobic.007G131800","Sobic.007G131800","C5YL20","PTHR10502"
"Sb07g020770","Sb07g020770","Sobic.007G131900","Sobic.007G131900","C5YL21","PTHR35508"
"Sb07g020880","Sb07g020880","Sobic.007G132600","Sobic.007G132600","C5YL36",""
"Sb07g021050","Sb07g021050","Sobic.007G134600","Sobic.007G134600","C5YL61","PTHR31917"
"Sb07g021260","Sb07g021260","Sobic.007G136900","Sobic.007G136900","null",""
"Sb07g021790","Sb07g021790","Sobic.007G142600","Sobic.007G142600","C5YLM8","PTHR31422"
"Sb07g022155","Sb07g022155","Sobic.007G146900","Sobic.007G146900","C5YLS4","PTHR22970"
"Sb07g022190","Sb07g022190","Sobic.007G147600","Sobic.007G147600","C5YLS9","PTHR31374"
"Sb07g022440","Sb07g022440","Sobic.007G150200","Sobic.007G150200","C5YM44","PTHR33172"
"Sb07g022550","Sb07g022550","Sobic.007G151600","Sobic.007G151600","C5YM57","PTHR16007"
"Sb07g022560","Sb07g022560","Sobic.007G151700","null","C5YM58","PTHR16007"
"Sb07g022650","Sb07g022650","Sobic.007G152600","Sobic.007G152600","C5YM67","PTHR24298"
"Sb07g022670","Sb07g022670","Sobic.007G152800","Sobic.007G152800","null",""
"Sb07g022730","Sb07g022730","Sobic.007G153600","Sobic.007G153600","C5YM75","PTHR12300"
"Sb07g022750","Sb07g022750","Sobic.007G153900","Sobic.007G153900","C5YM76","PTHR19370"
"Sb07g023010","Sb07g023010","Sobic.007G156400","Sobic.007G156400","C5YMA9","PTHR10357"
"Sb07g023020","Sb07g023020","Sobic.007G156500","Sobic.007G156500","null",""
"Sb07g023030","Sb07g023030","Sobic.007G156700","Sobic.007G156700","C5YMB0","PTHR31190"
"Sb07g023300","Sb07g023300","Sobic.007G159600","Sobic.007G159600","C5YMN2","PTHR33088"
"Sb07g023380","Sb07g023380","Sobic.007G160600","null","C5YMP2","PTHR24349"
"Sb07g023500","Sb07g023500","Sobic.007G161800","Sobic.007G161800","C5YMQ2","PTHR10584"
"Sb07g023575","Sb07g023575","Sobic.007G162700","Sobic.007G162700","C5YMR0","PTHR31241"
"Sb07g024040","Sb07g024040","Sobic.007G167500","Sobic.007G167500","C5YN61","PTHR12271"
"Sb07g024090","Sb07g024090","Sobic.007G168000","Sobic.007G168000","C5YN66","PTHR33428"
"Sb07g024770","Sb07g024770","Sobic.007G175900","Sobic.007G175900","C5YH18",""
"Sb07g024840","Sb07g024840","Sobic.007G176600","Sobic.007G176600","C5YH25","PTHR35167"
"Sb07g024870","Sb07g024870","Sobic.007G176900","Sobic.007G176900","C5YH28","PTHR23421"
"Sb07g024890","Sb07g024890","Sobic.007G177100","Sobic.007G177100","C5YH31","PTHR10641"
"Sb07g024945","Sb07g024945","Sobic.007G178000","Sobic.007G178000","C5YH40",""
"Sb07g024950","Sb07g024950","Sobic.007G178100","Sobic.007G178100","C5YH41","PTHR14155"
"Sb07g025120","Sb07g025120","Sobic.007G180300","Sobic.007G180300","null",""
"Sb07g025200","Sb07g025200","Sobic.007G181400","null","C5YH66","PTHR21530"
"Sb07g025210","Sb07g025210","Sobic.007G181500","Sobic.007G181500","C5YH67","PTHR31839"
"Sb07g025220","Sb07g025220","Sobic.007G181600","Sobic.007G181600","C5YH68","PTHR11695"
"Sb07g025770","Sb07g025770","Sobic.007G187800","Sobic.007G187800","C5YHM3","PTHR33390"
"Sb07g025830","Sb07g025830","Sobic.007G188500","Sobic.007G188500","C5YHN1","PTHR31549"
"Sb07g025843","Sb07g025843","null","Sobic.007G188701","C5YHN3","PTHR31190"
"Sb07g025960","Sb07g025960","Sobic.007G190000","Sobic.007G190000","C5YHP7","PTHR13199"
"Sb07g026120","Sb07g026120","Sobic.007G192200","Sobic.007G192200","C5YHR7","PTHR33044"
"Sb07g026320","Sb07g026320","Sobic.007G194700","Sobic.007G194700","C5YI31","PTHR10285"
"Sb07g026340","Sb07g026340","Sobic.007G194900","Sobic.007G194900","C5YI33","PTHR31264"
"Sb07g026780","null","Sobic.007G200200","Sobic.007G200200","C5YI84","PTHR27002"
"Sb07g027420","Sb07g027420","Sobic.007G207000","Sobic.007G207000","C5YIN8","PTHR31251"
"Sb07g027450","Sb07g027450","Sobic.007G207300","Sobic.007G207300","C5YIP1","PTHR33921"
"Sb07g027480","Sb07g027480","Sobic.007G207600","Sobic.007G207600","C5YIP3","PTHR10572"
"Sb07g027540","Sb07g027540","Sobic.007G208200","Sobic.007G208200","C5YIP8",""
"Sb07g027660","Sb07g027660","Sobic.007G209300","Sobic.007G209300","C5YIR2","PTHR16140"
"Sb07g027730","Sb07g027730","Sobic.007G210100","Sobic.007G210100","C5YIR9","PTHR34055"
"Sb07g027940","Sb07g027940","Sobic.007G212200","Sobic.007G212200","C5YIU5","PTHR10634"
"Sb07g027960","Sb07g027960","Sobic.007G212400","null","C5YIU7","PTHR31407"
"Sb07g027990","Sb07g027990","Sobic.007G212700","Sobic.007G212700","C5YIU9",""
"Sb07g028070","Sb07g028070","Sobic.007G213600","Sobic.007G213600","C5YJ48","PTHR13844"
"Sb07g028110","Sb07g028110","Sobic.007G214400","Sobic.007G214400","C5YJ53","PTHR10891"
"Sb07g028250","Sb07g028250","Sobic.007G216100","Sobic.007G216100","C5YJ73","PTHR23153"
"Sb07g028490","Sb07g028490","Sobic.007G218500","Sobic.007G218500","C5YJ98","PTHR10509"
"Sb07g028520","Sb07g028520","Sobic.007G218700","Sobic.007G218700","C5YJA0","PTHR10509"
"Sb07g028550","Sb07g028550","Sobic.007G219000","Sobic.007G219000","C5YJA4","PTHR22847"
"Sb07g028860","Sb07g028860","Sobic.007G223300","Sobic.007G223300","C5YJN2","PTHR12565"
"Sb07g029120","Sb07g029120","Sobic.007G226300","Sobic.007G226300","C5YJQ9","PTHR35164"
"Sb07g029180","Sb07g029180","Sobic.007G227000","Sobic.007G227000","C5YJR6","PTHR21327"
"Sb07g029210","Sb07g029210","Sobic.007G227500","Sobic.007G227500","C5YJR9","PTHR33868"
"Sb06g000660","Sb06g000660","Sobic.006G005600","Sobic.006G005600","C5YBL4","PTHR11528"
"Sb06g000810","Sb06g000810","Sobic.006G007800","Sobic.006G007800","C5YBN6",""
"Sb06g001145","Sb06g001145","Sobic.006G011500","Sobic.006G011500","C5YBS6",""
"Sb06g001210","Sb06g001210","Sobic.006G012200","Sobic.006G012200","C5YBT6","PTHR23023"
"Sb06g001740","Sb06g001740","Sobic.006G018800","Sobic.006G018800","C5YC98","PTHR24423"
"Sb06g001980","Sb06g001980","Sobic.006G021200","Sobic.006G021200","C5YCM0","PTHR23155"
"Sb06g003150","Sb06g003150","Sobic.006G030700","null","C5YD76","PTHR27000"
"Sb06g003160","Sb06g003160","Sobic.006G030800","Sobic.006G030800","C5YD77","PTHR23429"
"Sb06g003340","Sb06g003340","Sobic.006G032700","Sobic.006G032700","null",""
"Sb06g004280","Sb06g004280","Sobic.006G034300","Sobic.006G034300","C5YDD1","PTHR11624"
"Sb06g011810","Sb06g011810","Sobic.006G046900","Sobic.006G046900","C5YEB3","PTHR33450"
"Sb06g011820","Sb06g011820","Sobic.006G047000","Sobic.006G047000","null",""
"Sb06g013760","Sb06g013760","Sobic.006G050600","Sobic.006G050600","C5YER5","PTHR33829"
"Sb06g013970","Sb06g013970","Sobic.006G053200","Sobic.006G053200","C5YET9","PTHR31645"
"Sb06g013990","Sb06g013990","Sobic.006G053400","Sobic.006G053400","C5YEU1","PTHR24322"
"Sb06g014320","Sb06g014320","Sobic.006G054800","Sobic.006G054800","C5YEV9","PTHR22958"
"Sb06g014840","Sb06g014840","Sobic.006G060200","Sobic.006G060200","null",""
"Sb06g015160","Sb06g015160","Sobic.006G064200","Sobic.006G064200","C5YFG1","PTHR33132"
"Sb06g015180","Sb06g015180","Sobic.006G064600","Sobic.006G064600","C5YFG4","PTHR24095"
"Sb06g015560","Sb06g015560","Sobic.006G068900","Sobic.006G068900","C5YFU8","PTHR34207"
"Sb06g016080","Sb06g016080","Sobic.006G073400","Sobic.006G073400","C5YFZ5","PTHR33736"
"Sb06g016090","Sb06g016090","Sobic.006G073500","Sobic.006G073500","C5YFZ6","PTHR36311"
"Sb06g016540","Sb06g016540","Sobic.006G078500","Sobic.006G078500","C5YGE3","PTHR33801"
"Sb06g016810","Sb06g016810","Sobic.006G081200","Sobic.006G081200","C5YGH9","PTHR13593"
"Sb06g017050","Sb06g017050","Sobic.006G084100","Sobic.006G084100","C5Y8P8","PTHR23241"
"Sb06g017680","Sb06g017680","Sobic.006G091700","Sobic.006G091700","C5Y959","PTHR22893"
"Sb06g017800","Sb06g017800","Sobic.006G093100","Sobic.006G093100","C5Y974","PTHR11972"
"Sb06g017850","Sb06g017850","Sobic.006G093500","Sobic.006G093500","C5Y979","PTHR11527"
"Sb06g018120","Sb06g018120","Sobic.006G096400","Sobic.006G096400","null",""
"Sb06g018130","Sb06g018130","Sobic.006G096500","Sobic.006G096500","C5Y9A8","PTHR11999"
"Sb06g018240","Sb06g018240","Sobic.006G097800","null","C5Y9C1","PTHR11926"
"Sb06g018710","Sb06g018710","Sobic.006G104000","Sobic.006G104000","C5Y9S0","PTHR33305"
"Sb06g018880","Sb06g018880","Sobic.006G105900","Sobic.006G105900","null",""
"Sb06g018960","Sb06g018960","Sobic.006G106700","Sobic.006G106700","C5Y9U5","PTHR22950"
"Sb06g019030","Sb06g019030","Sobic.006G107600","Sobic.006G107600","C5Y9V5","PTHR35108"
"Sb06g019130","Sb06g019130","null","Sobic.006G108832","C5Y9W8","PTHR31422"
"Sb06g019350","Sb06g019350","Sobic.006G111400","null","C5YA82","PTHR27001"
"Sb06g019400","Sb06g019400","Sobic.006G112100","Sobic.006G112100","C5YA87","PTHR33914"
"Sb06g019410","Sb06g019410","Sobic.006G112300","Sobic.006G112300","C5YA88","PTHR24012"
"Sb06g019520","Sb06g019520","Sobic.006G113800","Sobic.006G113800","C5YAA0","PTHR22814"
"Sb06g019540","Sb06g019540","Sobic.006G114100","null","C5YAA2","PTHR19241"
"Sb06g019660","Sb06g019660","Sobic.006G115300","Sobic.006G115300","C5YAB4","PTHR22950"
"Sb06g019690","Sb06g019690","null","Sobic.006G115466","C5YAB8","PTHR34562"
"Sb06g019960","Sb06g019960","Sobic.006G118500","Sobic.006G118500","C5YAE9","PTHR34708"
"Sb06g020230","Sb06g020230","Sobic.006G121700","Sobic.006G121700","C5YAR9",""
"Sb06g020300","Sb06g020300","Sobic.006G122600","Sobic.006G122600","C5YAT0","PTHR11579"
"Sb06g020700","Sb06g020700","Sobic.006G126900","Sobic.006G126900","C5YAX6","PTHR23198"
"Sb06g020830","Sb06g020830","Sobic.006G128200","Sobic.006G128200","C5YAY9","PTHR24351"
"Sb06g020980","Sb06g020980","Sobic.006G130000","Sobic.006G130000","C5YBC5","PTHR27001"
"Sb06g021210","Sb06g021210","Sobic.006G132100","null","C5YBE6","PTHR22595"
"Sb06g021220","Sb06g021220","Sobic.006G132200","Sobic.006G132200","C5YBE7","PTHR22595"
"Sb06g021230","Sb06g021230","Sobic.006G132300","Sobic.006G132300","C5YBE8","PTHR22595"
"Sb06g021240","Sb06g021240","Sobic.006G132400","Sobic.006G132400","C5YBE9","PTHR22595"
"Sb06g021370","Sb06g021370","Sobic.006G133900","Sobic.006G133900","C5YBG2","PTHR32002"
"Sb06g021780","Sb06g021780","Sobic.006G138400","Sobic.006G138400","C5YBU3","PTHR24006"
"Sb06g021790","Sb06g021790","Sobic.006G138500","Sobic.006G138500","C5YBU4","PTHR27003"
"Sb06g021930","Sb06g021930","Sobic.006G140200","Sobic.006G140200","C5YBV6","PTHR13713"
"Sb06g022025","Sb06g022025","Sobic.006G141300","null","C5YBW6","PTHR28626"
"Sb06g022130","null","null","Sobic.006G142332","C5YBX9","PTHR10579"
"Sb06g022220","Sb06g022220","Sobic.006G143000","Sobic.006G143000","C5YBY9","PTHR33271"
"Sb06g022310","Sb06g022310","Sobic.006G144000","Sobic.006G144000","C5YBZ9","PTHR14155"
"Sb06g022600","Sb06g022600","Sobic.006G147300","Sobic.006G147300","C5YC32","PTHR36736"
"Sb06g022640","Sb06g022640","Sobic.006G147800","Sobic.006G147800","C5YCC6",""
"Sb06g022660","Sb06g022660","Sobic.006G148000","Sobic.006G148000","C5YCC8","PTHR10641"
"Sb06g022740","Sb06g022740","Sobic.006G148800","Sobic.006G148800","C5YCD6","PTHR10362"
"Sb06g022810","Sb06g022810","Sobic.006G149600","Sobic.006G149600","C5YCE3","PTHR31384"
"Sb06g022820","Sb06g022820","Sobic.006G149700","Sobic.006G149700","C5YCE4","PTHR33083"
"Sb06g023430","Sb06g023430","Sobic.006G157500","Sobic.006G157500","C5YCL1","PTHR12313"
"Sb06g023510","Sb06g023510","Sobic.006G158200","Sobic.006G158200","C5YCW1","PTHR27007"
"Sb06g023520","Sb06g023520","null","Sobic.006G158266","C5YCW2","PTHR27007"
"Sb06g023560","Sb06g023560","Sobic.006G158600","Sobic.006G158600","C5YCW5","PTHR24322"
"Sb06g023570","Sb06g023570","Sobic.006G158700","Sobic.006G158700","C5YCW6","PTHR24322"
"Sb06g023630","Sb06g023630","Sobic.006G159300","Sobic.006G159300","C5YCX2","PTHR31775"
"Sb06g023830","Sb06g023830","Sobic.006G161400","Sobic.006G161400","C5YCZ1","PTHR22904"
"Sb06g023890","Sb06g023890","Sobic.006G162100","Sobic.006G162100","C5YCZ9","PTHR10374"
"Sb06g023900","Sb06g023900","Sobic.006G162200","Sobic.006G162200","C5YD00","PTHR36900"
"Sb06g023940","Sb06g023940","Sobic.006G162800","Sobic.006G162800","C5YD07","PTHR10071"
"Sb06g024000","Sb06g024000","Sobic.006G163900","Sobic.006G163900","C5YD14","PTHR24326"
"Sb06g024355","Sb06g024355","Sobic.006G167800","Sobic.006G167800","C5YDE6","PTHR31190"
"Sb06g024450","Sb06g024450","Sobic.006G168900","Sobic.006G168900","C5YDG0","PTHR34059"
"Sb06g024470","Sb06g024470","Sobic.006G169100","Sobic.006G169100","C5WXW7","PTHR31704"
"Sb06g025230","Sb06g025230","Sobic.006G177600","Sobic.006G177600","C5YDY0","PTHR33872"
"Sb06g025640","Sb06g025640","Sobic.006G181900","Sobic.006G181900","C5YE25","PTHR31086"
"Sb06g025650","Sb06g025650","Sobic.006G182000","Sobic.006G182000","C5YE26","PTHR13902"
"Sb06g025800","Sb06g025800","null","Sobic.006G183701","C5YE39",""
"Sb06g025860","Sb06g025860","Sobic.006G184300","Sobic.006G184300","C5YE44","PTHR31960"
"Sb06g026070","Sb06g026070","Sobic.006G186700","Sobic.006G186700","C5YEF5","PTHR11467"
"Sb06g026160","Sb06g026160","Sobic.006G187900","Sobic.006G187900","C5YEG4","PTHR11751"
"Sb06g026220","Sb06g026220","Sobic.006G188700","Sobic.006G188700","C5YEH0",""
"Sb06g026310","Sb06g026310","Sobic.006G189700","Sobic.006G189700","C5YEH9",""
"Sb06g026470","Sb06g026470","Sobic.006G191600","Sobic.006G191600","C5YEJ9","PTHR33172"
"Sb06g026510","Sb06g026510","Sobic.006G192200","Sobic.006G192200","C5YEK5","PTHR13832"
"Sb06g026670","Sb06g026670","Sobic.006G194000","Sobic.006G194000","C5YEM4","PTHR33059"
"Sb06g027180","Sb06g027180","Sobic.006G199800","Sobic.006G199800","C5YF25","PTHR10641"
"Sb06g027320","Sb06g027320","Sobic.006G201400","Sobic.006G201400","C5YF42","PTHR35122"
"Sb06g027390","Sb06g027390","null","Sobic.006G202150","C5YF52",""
"Sb06g027410","Sb06g027410","Sobic.006G202500","Sobic.006G202500","C5YF55","PTHR31803"
"Sb06g027690","Sb06g027690","Sobic.006G205800","Sobic.006G205800","C5YFH9","PTHR31549"
"Sb06g027710","Sb06g027710","Sobic.006G206000","Sobic.006G206000","C5YFI1","PTHR31282"
"Sb06g027760","Sb06g027760","Sobic.006G206700","Sobic.006G206700","C5YFI7",""
"Sb06g027990","Sb06g027990","Sobic.006G209000","Sobic.006G209000","C5YFL2","PTHR31642"
"Sb06g028110","Sb06g028110","Sobic.006G210500","Sobic.006G210500","C5YFM6","PTHR23241"
"Sb06g028140","Sb06g028140","Sobic.006G210800","Sobic.006G210800","C5YFN1","PTHR10755"
"Sb06g028380","Sb06g028380","Sobic.006G213500","Sobic.006G213500","C5YFZ9","PTHR30540"
"Sb06g028470","Sb06g028470","Sobic.006G214500","Sobic.006G214500","C5YG09","PTHR11440"
"Sb06g028590","Sb06g028590","Sobic.006G215800","Sobic.006G215800","C5YG21","PTHR19321"
"Sb06g028630","Sb06g028630","Sobic.006G216300","Sobic.006G216300","C5YG26","PTHR11260"
"Sb06g028800","Sb06g028800","Sobic.006G218300","null","C5YG44","PTHR31744"
"Sb06g028830","Sb06g028830","Sobic.006G218700","Sobic.006G218700","C5YG47","PTHR27006"
"Sb06g029710","Sb06g029710","Sobic.006G228700","Sobic.006G228700","C5YGN6","PTHR27003"
"Sb06g029830","Sb06g029830","Sobic.006G230500","Sobic.006G230500","C5YGP9","PTHR33090"
"Sb06g029840","Sb06g029840","Sobic.006G230600","Sobic.006G230600","C5YGQ0",""
"Sb06g029850","Sb06g029850","Sobic.006G230700","Sobic.006G230700","C5YGQ1","PTHR33090"
"Sb06g029870","Sb06g029870","Sobic.006G230900","Sobic.006G230900","C5YGQ3","PTHR33090"
"Sb06g029890","Sb06g029890","Sobic.006G231200","Sobic.006G231200","C5YGQ5","PTHR33090"
"Sb06g029910","Sb06g029910","null","Sobic.006G231266","C5YGQ7","PTHR36382"
"Sb06g030660","Sb06g030660","Sobic.006G240500","Sobic.006G240500","C5Y927","PTHR31729"
"Sb06g030730","null","Sobic.006G241300","Sobic.006G241300","C5Y935",""
"Sb06g030740","Sb06g030740","null","Sobic.006G241350","C5Y936",""
"Sb06g030750","Sb06g030750","Sobic.006G241400","Sobic.006G241400","C5Y937",""
"Sb06g031120","Sb06g031120","Sobic.006G245500","Sobic.006G245500","C5Y9G7","PTHR32467"
"Sb06g031170","Sb06g031170","Sobic.006G246100","Sobic.006G246100","C5Y9H2",""
"Sb06g031240","Sb06g031240","Sobic.006G247100","Sobic.006G247100","C5Y9I0","PTHR24093"
"Sb06g031460","Sb06g031460","Sobic.006G249400","Sobic.006G249400","null",""
"Sb06g031480","Sb06g031480","Sobic.006G249600","Sobic.006G249600","C5Y9K5","PTHR26379"
"Sb06g031550","Sb06g031550","Sobic.006G250400","Sobic.006G250400","C5Y9L1",""
"Sb06g031650","Sb06g031650","Sobic.006G251500","Sobic.006G251500","null",""
"Sb06g031890","Sb06g031890","Sobic.006G255000","Sobic.006G255000","C5Y9Y8","PTHR23354"
"Sb06g031960","Sb06g031960","Sobic.006G256100","Sobic.006G256100","C5Y9Z5","PTHR13844"
"Sb06g031970","Sb06g031970","Sobic.006G256200","Sobic.006G256200","C5Y9Z6","PTHR31314"
"Sb06g032090","Sb06g032090","Sobic.006G257500","Sobic.006G257500","C5YA09","PTHR10209"
"Sb06g032110","Sb06g032110","Sobic.006G257700","Sobic.006G257700","C5YA11","PTHR22814"
"Sb06g032390","Sb06g032390","Sobic.006G261000","Sobic.006G261000","C5YA42","PTHR24298"
"Sb06g032480","Sb06g032480","Sobic.006G261800","Sobic.006G261800","C5YA51","PTHR15725"
"Sb06g032690","Sb06g032690","null","Sobic.006G264201","C5YAG3","PTHR21649"
"Sb06g032750","Sb06g032750","Sobic.006G265000","Sobic.006G265000","C5YAG8","PTHR24095"
"Sb06g032940","Sb06g032940","Sobic.006G267200","Sobic.006G267200","C5YAI8","PTHR11817"
"Sb06g033080","Sb06g033080","Sobic.006G269200","Sobic.006G269200","C5YAK8","PTHR11772"
"Sb06g033410","Sb06g033410","Sobic.006G272600","Sobic.006G272600","C5YAN9","PTHR24095"
"Sb06g033420","Sb06g033420","Sobic.006G272700","Sobic.006G272700","C5YAP0","PTHR23155"
"Sb06g033480","Sb06g033480","Sobic.006G273400","Sobic.006G273400","C5YAP4","PTHR24015"
"Sb06g033490","Sb06g033490","Sobic.006G273500","Sobic.006G273500","C5YAP5","PTHR36022"
"Sb06g033610","Sb06g033610","Sobic.006G274700","Sobic.006G274700","C5YAZ9","PTHR36351"
"Sb06g033650","Sb06g033650","Sobic.006G275100","Sobic.006G275100","C5YB03","PTHR24089"
"Sb06g033660","Sb06g033660","Sobic.006G275200","Sobic.006G275200","C5YB04","PTHR37750"
"Sb06g033820","Sb06g033820","Sobic.006G277200","Sobic.006G277200","C5YB20","PTHR16517"
"Sb06g034000","Sb06g034000","Sobic.006G279200","Sobic.006G279200","C5YB39","PTHR13129"
"Sb05g000940","Sb05g000940","Sobic.005G010200","Sobic.005G010200","C5Y345","PTHR28018"
"Sb05g001050","Sb05g001050","Sobic.005G012000","Sobic.005G012000","C4P7T5","PTHR24347"
"Sb05g001070","Sb05g001070","Sobic.005G012200","Sobic.005G012200","C5Y3F8","PTHR13902"
"Sb05g001340","Sb05g001340","Sobic.005G015700","null","C5Y3J4","PTHR31852"
"Sb05g001380","Sb05g001380","Sobic.005G016400","Sobic.005G016400","C5Y3J9","PTHR31087"
"Sb05g001390","Sb05g001390","Sobic.005G016500","Sobic.005G016500","C5Y3K0","PTHR31087"
"Sb05g001430","Sb05g001430","Sobic.005G016800","Sobic.005G016800","C5Y3K4","PTHR33786"
"Sb05g001580","Sb05g001580","Sobic.005G018500","Sobic.005G018500","C5Y3M1","PTHR31719"
"Sb05g002200","Sb05g002200","Sobic.005G026300","Sobic.005G026300","C5Y436","PTHR31642"
"Sb05g002698","null","null","Sobic.005G031901","C5Y4J0","PTHR24637"
"Sb05g002755","Sb05g002755","Sobic.005G032800","Sobic.005G032800","null",""
"Sb05g002900","Sb05g002900","Sobic.005G034400","Sobic.005G034400","C5Y4L1","PTHR11817"
"Sb05g003400","Sb05g003400","Sobic.005G041000","Sobic.005G041000","C5Y510","PTHR31989"
