"Version1","Version1.4","Version2.1","Version3.1","UniProt","PANTHER"
"Sb08g020960","Sb08g020960","Sobic.008G163300","Sobic.008G163300","null",""
"Sb08g021000","Sb08g021000","Sobic.008G163700","Sobic.008G163700","C5YRJ6","PTHR12565"
"Sb08g021090","Sb08g021090","Sobic.008G164900","Sobic.008G164900","C5YRU8","PTHR11615"
"Sb08g021350","Sb08g021350","Sobic.008G168100","Sobic.008G168100","C5YRY3","PTHR24326"
"Sb08g021590","Sb08g021590","Sobic.008G171100","Sobic.008G171100","C5YS17","PTHR22835"
"Sb08g021670","Sb08g021670","Sobic.008G171900","Sobic.008G171900","C5YS25","PTHR24115"
"Sb08g021930","Sb08g021930","Sobic.008G174900","Sobic.008G174900","C5YSE3",""
"Sb08g022030","Sb08g022030","Sobic.008G176300","Sobic.008G176300","C5YSF3","PTHR31675"
"Sb08g022210","Sb08g022210","Sobic.008G178800","Sobic.008G178800","null",""
"Sb08g022230","Sb08g022230","Sobic.008G179000","Sobic.008G179000","C5YSH4","PTHR24015"
"Sb08g022270","Sb08g022270","Sobic.008G179600","Sobic.008G179600","C5YSH8","PTHR31355"
"Sb08g022350","Sb08g022350","Sobic.008G181300","Sobic.008G181300","C5YSJ5","PTHR36381"
"Sb08g022670","null","Sobic.008G185200","Sobic.008G185200","C5YSX7",""
"Sb08g022820","Sb08g022820","Sobic.008G186600","null","C5YSZ3","PTHR15451"
"Sb08g022950","Sb08g022950","Sobic.008G188800","Sobic.008G188800","C5YT08","PTHR22904"
"Sb08g023040","Sb08g023040","Sobic.008G190000","Sobic.008G190000","C5YT18","PTHR27000"
"Sb08g023120","Sb08g023120","Sobic.008G191000","Sobic.008G191000","C5YT28","PTHR11771"
"Sb08g023300","Sb08g023300","Sobic.008G193200","Sobic.008G193200","C5YTD8","PTHR36142"
"Sb07g000230","Sb07g000230","Sobic.007G000500","Sobic.007G000500","C5YLC2","PTHR13711"
"Sb07g000250","Sb07g000250","Sobic.007G000700","Sobic.007G000700","C5YLC4","PTHR12385"
"Sb07g000600","Sb07g000600","Sobic.007G004600","Sobic.007G004600","C5YLG2","PTHR19370"
"Sb07g000610","Sb07g000610","Sobic.007G004700","Sobic.007G004700","C5YLG3","PTHR19370"
"Sb07g000680","Sb07g000680","Sobic.007G005600","Sobic.007G005600","C5YLH1","PTHR31621"
"Sb07g000690","Sb07g000690","Sobic.007G005700","Sobic.007G005700","C5YLH2",""
"Sb07g000800","Sb07g000800","Sobic.007G007300","null","C5YLJ1","PTHR10108"
"Sb07g000830","Sb07g000830","Sobic.007G007800","Sobic.007G007800","C5YLJ7","PTHR23240"
"Sb07g000880","Sb07g000880","Sobic.007G008300","Sobic.007G008300","C5YLU4","PTHR15271"
"Sb07g000890","Sb07g000890","Sobic.007G008400","Sobic.007G008400","C5YLU5","PTHR35697"
"Sb07g000996","Sb07g000996","Sobic.007G009500","Sobic.007G009500","C5YLV6","PTHR27003"
"Sb07g001140","Sb07g001140","Sobic.007G011700","Sobic.007G011700","C5YLX4","PTHR12654"
"Sb07g001185","Sb07g001185","Sobic.007G012800","Sobic.007G012800","C5YLY1",""
"Sb07g001280","Sb07g001280","Sobic.007G014200","Sobic.007G014200","C5YLZ0","PTHR31235"
"Sb07g001320","Sb07g001320","Sobic.007G014700","Sobic.007G014700","null",""
"Sb07g001390","Sb07g001390","Sobic.007G015400","Sobic.007G015400","C5YM01","PTHR10108"
"Sb07g001480","Sb07g001480","Sobic.007G017300","Sobic.007G017300","C5YM15","PTHR22298"
"Sb07g001690","Sb07g001690","Sobic.007G019600","Sobic.007G019600","C5YMD3","PTHR27006"
"Sb07g001830","Sb07g001830","Sobic.007G020900","Sobic.007G020900","C5YMF2","PTHR31374"
"Sb07g001840","Sb07g001840","Sobic.007G021000","Sobic.007G021000","C5YMF3","PTHR31549"
"Sb07g001950","Sb07g001950","Sobic.007G022200","Sobic.007G022200","C5YMG7","PTHR11260"
"Sb07g002040","Sb07g002040","Sobic.007G023100","Sobic.007G023100","C5YMH6","PTHR31874"
"Sb07g002070","Sb07g002070","Sobic.007G023400","null","null",""
"Sb07g002450","Sb07g002450","Sobic.007G027900","Sobic.007G027900","C5YMW5","PTHR31342"
"Sb07g002470","Sb07g002470","Sobic.007G028200","Sobic.007G028200","C5YMW6","PTHR11926"
"Sb07g002550","Sb07g002550","Sobic.007G029300","Sobic.007G029300","C5YMX5","PTHR24095"
"Sb07g002940","Sb07g002940","Sobic.007G034100","Sobic.007G034100","C5YN15","PTHR27003"
"Sb07g002945","Sb07g002945","Sobic.007G034200","Sobic.007G034200","C5YN16",""
"Sb07g003230","Sb07g003230","Sobic.007G038000","Sobic.007G038000","C5YGS4","PTHR27000"
"Sb07g003260","Sb07g003260","null","Sobic.007G038432","C5YGT0","PTHR31325"
"Sb07g003290","Sb07g003290","Sobic.007G038700","Sobic.007G038700","C5YGT2","PTHR22937"
"Sb07g003430","Sb07g003430","Sobic.007G041200","Sobic.007G041200","C5YGV3","PTHR24298"
"Sb07g003466","null","null","Sobic.007G041701","C5YGV8","PTHR23024"
"Sb07g003700","Sb07g003700","Sobic.007G044400","Sobic.007G044400","null",""
"Sb07g003830","Sb07g003830","Sobic.007G046400","Sobic.007G046400","C5YH08",""
"Sb07g003860","Sb07g003860","Sobic.007G047300","Sobic.007G047300","C5YH12","PTHR11746"
"Sb07g004070","Sb07g004070","Sobic.007G050200","Sobic.007G050200","C5YHD2","PTHR31100"
"Sb07g004110","Sb07g004110","Sobic.007G050600","Sobic.007G050600","C5YHD7","PTHR13301"
"Sb07g004160","Sb07g004160","Sobic.007G051300","Sobic.007G051300","C5YHE3","PTHR24078"
"Sb07g004260","Sb07g004260","Sobic.007G052700","Sobic.007G052700","C5YHF4","PTHR23310"
"Sb07g004390","Sb07g004390","Sobic.007G054500","Sobic.007G054500","C5YHG8","PTHR19241"
"Sb07g004690","Sb07g004690","Sobic.007G058800","Sobic.007G058800","C5YHU7","PTHR11746"
"Sb07g004830","Sb07g004830","Sobic.007G060800","Sobic.007G060800","C5YHW2",""
"Sb07g004880","Sb07g004880","Sobic.007G060900","Sobic.007G060900","C5YHW8",""
"Sb07g004920","Sb07g004920","Sobic.007G061600","Sobic.007G061600","C5YHX0","PTHR36143"
"Sb07g005260","Sb07g005260","Sobic.007G066500","Sobic.007G066500","C5YI15","PTHR31238"
"Sb07g005410","Sb07g005410","Sobic.007G068300","Sobic.007G068300","C5YIC3","PTHR11474"
"Sb07g005420","Sb07g005420","Sobic.007G068500","Sobic.007G068500","C5YIC4","PTHR11474"
"Sb07g005570","Sb07g005570","Sobic.007G070400","Sobic.007G070400","C5YIE1","PTHR10209"
"Sb07g005600","Sb07g005600","Sobic.007G070900","null","C5YIE7",""
"Sb07g005670","Sb07g005670","Sobic.007G071600","Sobic.007G071600","C5YIF4","PTHR31155"
"Sb07g005780","Sb07g005780","Sobic.007G073100","Sobic.007G073100","C5YIG8","PTHR10742"
"Sb07g005830","Sb07g005830","Sobic.007G073500","Sobic.007G073500","C5YIH6","PTHR11863"
"Sb07g005920","Sb07g005920","Sobic.007G074400","Sobic.007G074400","C5YII5","PTHR31568"
"Sb07g005930","Sb07g005930","Sobic.007G074500","Sobic.007G074500","C5YII6","PTHR11986"
"Sb07g006060","Sb07g006060","Sobic.007G075700","Sobic.007G075700","C5YIK1",""
"Sb07g006110","Sb07g006110","Sobic.007G076200","Sobic.007G076200","C5YIK7","PTHR21736"
"Sb07g006170","Sb07g006170","Sobic.007G076800","null","C5YIV4","PTHR31391"
"Sb07g006290","Sb07g006290","Sobic.007G078100","Sobic.007G078100","C5YIX1","PTHR14154"
"Sb07g006340","Sb07g006340","Sobic.007G078800","Sobic.007G078800","C5YIX7","PTHR32227"
"Sb07g006390","Sb07g006390","Sobic.007G079600","Sobic.007G079600","C5YIY2","PTHR30272"
"Sb07g006600","Sb07g006600","Sobic.007G082000","Sobic.007G082000","C5YJ10","PTHR26379"
"Sb07g007030","Sb07g007030","Sobic.007G085800","Sobic.007G085800","C5YJE0","PTHR11764"
"Sb07g007450","Sb07g007450","Sobic.007G086300","Sobic.007G086300","C5YJE6","PTHR31062"
"Sb07g007490","Sb07g007490","Sobic.007G086600","Sobic.007G086600","C5YJF0","PTHR22854"
"Sb07g007600","Sb07g007600","Sobic.007G087600","Sobic.007G087600","C5YJG4","PTHR24326"
"Sb07g007620","Sb07g007620","Sobic.007G087800","Sobic.007G087800","C5YJG6","PTHR21736"
"Sb07g007810","Sb07g007810","Sobic.007G089900","Sobic.007G089900","C5YJI8","PTHR24096"
"Sb07g007840","Sb07g007840","Sobic.007G090200","Sobic.007G090200","C5YJJ3","PTHR18901"
"Sb07g007860","Sb07g007860","Sobic.007G090400","Sobic.007G090400","C5YJJ5","PTHR13343"
"Sb07g007870","Sb07g007870","Sobic.007G090500","Sobic.007G090537","C5YJJ6","PTHR10906"
"Sb07g007890","Sb07g007890","Sobic.007G090600","Sobic.007G090600","C5YJJ9","PTHR32044"
"Sb07g008310","Sb07g008310","Sobic.007G091200","Sobic.007G091200","C5YJK5","PTHR31595"
"Sb07g008530","Sb07g008530","Sobic.007G091800","Sobic.007G091800","C5YJL1","PTHR33228"
"Sb07g008540","Sb07g008540","Sobic.007G091900","Sobic.007G091900","C5YJL3","PTHR27001"
"Sb07g008810","Sb07g008810","Sobic.007G092500","Sobic.007G092500","C5YJS3",""
"Sb07g008820","Sb07g008820","Sobic.007G092600","Sobic.007G092600","C5YJS4","PTHR24128"
"Sb07g009350","Sb07g009350","Sobic.007G094200","Sobic.007G094200","C5YJU4","PTHR33124"
"Sb07g009370","Sb07g009370","Sobic.007G094400","Sobic.007G094400","C5YJU6","PTHR31769"
"Sb07g009410","Sb07g009410","Sobic.007G094900","Sobic.007G094900","C5YJV0","PTHR31062"
"Sb07g009570","Sb07g009570","Sobic.007G097000","Sobic.007G097000","C5YJX1","PTHR12585"
"Sb07g010240","Sb07g010240","Sobic.007G098400","Sobic.007G098400","C5YJZ2","PTHR27005"
"Sb07g011870","Sb07g011870","Sobic.007G100600","Sobic.007G100600","C5YK12","PTHR33021"
"Sb07g012320","Sb07g012320","Sobic.007G101500","Sobic.007G101500","null",""
"Sb07g012920","Sb07g012920","Sobic.007G102000","null","C5YK31","PTHR23213"
"Sb07g012940","Sb07g012940","Sobic.007G102300","Sobic.007G102300","C5YK33",""
"Sb07g013560","Sb07g013560","Sobic.007G103400","Sobic.007G103400","C5YK40","PTHR37381"
"Sb07g014210","null","Sobic.007G103800","Sobic.007G103800","C5YK57","PTHR23155"
"Sb07g014870","Sb07g014870","Sobic.007G105600","Sobic.007G105600","C5YK69","PTHR27005"
"Sb07g014960","Sb07g014960","Sobic.007G106500","Sobic.007G106500","C5YK81","PTHR30523"
"Sb07g016530","Sb07g016530","Sobic.007G111700","Sobic.007G111700","C5YKE1","PTHR11260"
"Sb07g016760","Sb07g016760","Sobic.007G112100","Sobic.007G112100","null",""
"Sb07g017810","Sb07g017810","Sobic.007G113600","Sobic.007G113600","null",""
"Sb07g019130","Sb07g019130","Sobic.007G115400","Sobic.007G115400","C5YKI9","PTHR27000"
"Sb07g019180","Sb07g019180","Sobic.007G115700","Sobic.007G115700","C5YKJ5","PTHR31168"
"Sb07g019240","Sb07g019240","Sobic.007G116500","Sobic.007G116500","C5YKK1","PTHR24092"
"Sb07g019260","Sb07g019260","Sobic.007G116700","Sobic.007G116700","null",""
"Sb07g019310","Sb07g019310","Sobic.007G116800","Sobic.007G116800","C5YKK7","PTHR31458"
"Sb07g019410","Sb07g019410","Sobic.007G118400","Sobic.007G118400","C5YKM1","PTHR19359"
"Sb07g019750","Sb07g019750","Sobic.007G120200","Sobic.007G120200","C5YKP2","PTHR19229"
"Sb07g020020","Sb07g020020","Sobic.007G123200","Sobic.007G123200","C5YKS8","PTHR22814"
"Sb07g020070","Sb07g020070","Sobic.007G123800","Sobic.007G123800","C5YKT4","PTHR33059"
"Sb07g020200","Sb07g020200","Sobic.007G125300","Sobic.007G125300","C5YKV1","PTHR13561"
"Sb07g020210","Sb07g020210","Sobic.007G125400","Sobic.007G125400","C5YKV2","PTHR34997"
"Sb07g020220","Sb07g020220","Sobic.007G125500","Sobic.007G125500","C5YKV3","PTHR34464"
"Sb07g020230","Sb07g020230","Sobic.007G125600","Sobic.007G125600","C5YKV4","PTHR33124"
"Sb07g020340","Sb07g020340","Sobic.007G126800","Sobic.007G126800","C5YKW8","PTHR34563"
"Sb07g020370","Sb07g020370","Sobic.007G127100","Sobic.007G127100","C5YKX0","PTHR10209"
"Sb07g020430","Sb07g020430","Sobic.007G128100","null","C5YKY0",""
"Sb07g020510","Sb07g020510","Sobic.007G129000","Sobic.007G129000","C5YKY9","PTHR11119"
"Sb07g020520","Sb07g020520","Sobic.007G129200","Sobic.007G129201","C5YKZ1","PTHR33413"
"Sb07g020570","Sb07g020570","Sobic.007G129900","Sobic.007G129900","C5YKZ9",""
"Sb07g020580","Sb07g020580","Sobic.007G130000","Sobic.007G130000","C5YL00","PTHR24361"
"Sb07g020660","Sb07g020660","Sobic.007G130900","null","C5YL08","PTHR31354"
"Sb07g020740","Sb07g020740","Sobic.007G131600","Sobic.007G131600","C5YL18","PTHR11200"
"Sb07g020936","Sb07g020936","Sobic.007G133400","null","C5YL45","PTHR33148"
"Sb07g021090","Sb07g021090","Sobic.007G135000","Sobic.007G135000","C5YL66","PTHR11926"
"Sb07g021180","Sb07g021180","Sobic.007G136100","Sobic.007G136100","C5YL76","PTHR12608"
"Sb07g021230","Sb07g021230","Sobic.007G136600","Sobic.007G136600","C5YL83","PTHR35279"
"Sb07g021240","Sb07g021240","Sobic.007G136700","Sobic.007G136700","C5YL84","PTHR28026"
"Sb07g021300","Sb07g021300","Sobic.007G137400","Sobic.007G137400","C5YL88","PTHR32044"
"Sb07g021500","Sb07g021500","Sobic.007G139500","Sobic.007G139500","C5YLA9","PTHR13697"
"Sb07g021590","Sb07g021590","Sobic.007G140300","Sobic.007G140300","C5YLK2","PTHR10695"
"Sb07g021680","Sb07g021680","Sobic.007G141200","Sobic.007G141200","C5YLL4","PTHR10366"
"Sb07g021700","Sb07g021700","Sobic.007G141500","Sobic.007G141500","C5YLL7","PTHR21145"
"Sb07g021760","Sb07g021760","Sobic.007G142200","Sobic.007G142200","C5YLM4","PTHR31642"
"Sb07g021910","Sb07g021910","Sobic.007G144000","Sobic.007G144000","C5YLP2","PTHR14155"
"Sb07g021940","Sb07g021940","null","Sobic.007G144501","C5YLP8","PTHR27000"
"Sb07g022140","Sb07g022140","Sobic.007G146700","Sobic.007G146700","C5YLS2","PTHR33059"
"Sb07g022230","Sb07g022230","Sobic.007G148100","Sobic.007G148100","C5YLT3","PTHR23155"
"Sb07g022330","Sb07g022330","Sobic.007G149200","Sobic.007G149200","C5YLU2","PTHR32378"
"Sb07g022370","Sb07g022370","Sobic.007G149600","Sobic.007G149600","C5YM38","PTHR23428"
"Sb07g022480","Sb07g022480","Sobic.007G150800","Sobic.007G150800","C5YM50","PTHR34537"
"Sb07g022510","Sb07g022510","Sobic.007G151200","Sobic.007G151200","C5YM53","PTHR31238"
"Sb07g022530","Sb07g022530","Sobic.007G151400","Sobic.007G151400","C5YM55","PTHR11748"
"Sb07g022580","Sb07g022580","Sobic.007G151900","Sobic.007G151900","C5YM60","PTHR15852"
"Sb07g022680","Sb07g022680","Sobic.007G152900","Sobic.007G152900","C5YM69","PTHR12708"
"Sb07g022700","Sb07g022700","Sobic.007G153300","Sobic.007G153300","C5YM72","PTHR10593"
"Sb07g022820","Sb07g022820","Sobic.007G154500","Sobic.007G154500","C5YM84",""
"Sb07g023110","Sb07g023110","Sobic.007G157500","Sobic.007G157500","C5YMC0","PTHR23024"
"Sb07g023210","Sb07g023210","Sobic.007G158600","Sobic.007G158600","C5YMM3","PTHR32176"
"Sb07g023340","Sb07g023340","Sobic.007G160200","Sobic.007G160200","C5YMN8","PTHR24089"
"Sb07g023350","Sb07g023350","Sobic.007G160300","Sobic.007G160300","C5YMN9","PTHR10177"
"Sb07g023360","Sb07g023360","Sobic.007G160400","Sobic.007G160400","C5YMP0","PTHR31948"
"Sb07g023550","Sb07g023550","Sobic.007G162400","Sobic.007G162400","C5YMQ7","PTHR19241"
"Sb07g023660","Sb07g023660","Sobic.007G163400","Sobic.007G163400","C5YMS1","PTHR27008"
"Sb07g023870","Sb07g023870","Sobic.007G165800","Sobic.007G165800","C5YMV0","PTHR31896"
"Sb07g023970","Sb07g023970","Sobic.007G166900","Sobic.007G166900","C5YN53","PTHR31218"
"Sb07g024010","Sb07g024010","Sobic.007G167200","Sobic.007G167200","C5YN58","PTHR11802"
"Sb07g024020","Sb07g024020","Sobic.007G167300","Sobic.007G167300","C5YN59","PTHR31065"
"Sb07g024070","Sb07g024070","Sobic.007G167800","Sobic.007G167800","C5YN64","PTHR21000"
"Sb07g024150","Sb07g024150","Sobic.007G168900","Sobic.007G168900","C5YN72","PTHR24115"
"Sb07g024170","Sb07g024170","Sobic.007G169100","Sobic.007G169100","C5YN74","PTHR11260"
"Sb07g024240","Sb07g024240","Sobic.007G170100","null","C5YN80","PTHR11011"
"Sb07g024310","Sb07g024310","Sobic.007G170900","Sobic.007G170900","C5YN90","PTHR28242"
"Sb07g024480","Sb07g024480","Sobic.007G172500","Sobic.007G172500","C5YNA7","PTHR22883"
"Sb07g024510","Sb07g024510","Sobic.007G172800","Sobic.007G172800","C5YNB0",""
"Sb07g024530","Sb07g024530","Sobic.007G173000","Sobic.007G173000","C5YNB2","PTHR10766"
"Sb07g024570","Sb07g024570","Sobic.007G173500","Sobic.007G173500","C5YNB7","PTHR31818"
"Sb07g024650","Sb07g024650","null","Sobic.007G174701","C5YND0","PTHR33070"
"Sb07g024690","Sb07g024690","Sobic.007G175100","Sobic.007G175100","C5YND5","PTHR33070"
"Sb07g024700","Sb07g024700","Sobic.007G175200","Sobic.007G175200","C5YND6","PTHR33070"
"Sb07g024860","Sb07g024860","Sobic.007G176800","Sobic.007G176800","C5YH27","PTHR20863"
"Sb07g025020","Sb07g025020","Sobic.007G179000","Sobic.007G179000","C5YH48","PTHR31604"
"Sb07g025110","Sb07g025110","Sobic.007G180200","Sobic.007G180200","C5YH59","PTHR13943"
"Sb07g025190","Sb07g025190","Sobic.007G181100","Sobic.007G181100","C5YH65","PTHR11206"
"Sb07g025420","Sb07g025420","Sobic.007G184100","null","C5YH91","PTHR35489"
"Sb07g025510","Sb07g025510","Sobic.007G185100","Sobic.007G185100","C5YHA0","PTHR10516"
"Sb07g025730","Sb07g025730","Sobic.007G187400","Sobic.007G187400","C5YHL6","PTHR22883"
"Sb07g025920","Sb07g025920","Sobic.007G189400","Sobic.007G189400","C5YHP2","PTHR12565"
"Sb07g025980","Sb07g025980","Sobic.007G190200","Sobic.007G190200","C5YHP9","PTHR22953"
"Sb07g026040","Sb07g026040","Sobic.007G191200","Sobic.007G191200","C5YHQ6","PTHR10791"
"Sb07g026100","Sb07g026100","Sobic.007G192000","Sobic.007G192000","C5YHR5","PTHR31096"
"Sb07g026190","Sb07g026190","Sobic.007G193200","Sobic.007G193200","C5YHS5","PTHR21234"
"Sb07g026220","Sb07g026220","Sobic.007G193500","Sobic.007G193500","C5YHS9","PTHR31251"
"Sb07g026310","Sb07g026310","Sobic.007G194600","Sobic.007G194600","C5YI30","PTHR24015"
"Sb07g026610","Sb07g026610","Sobic.007G197700","Sobic.007G197700","C5YI62","PTHR12565"
"Sb07g026630","Sb07g026630","Sobic.007G198000","Sobic.007G198000","C5YI64","PTHR23130"
"Sb07g026650","Sb07g026650","Sobic.007G198300","Sobic.007G198300","C5YI66","PTHR11200"
"Sb07g027370","Sb07g027370","Sobic.007G206300","Sobic.007G206300","C5YIN3","PTHR10744"
"Sb07g027380","Sb07g027380","Sobic.007G206500","null","C5YIN4","PTHR11783"
"Sb07g027490","Sb07g027490","Sobic.007G207700","null","C5YIP4","PTHR24056"
"Sb07g027530","Sb07g027530","Sobic.007G208100","Sobic.007G208100","C5YIP7","PTHR22814"
"Sb07g027630","Sb07g027630","Sobic.007G209000","Sobic.007G209000","C5YIQ9",""
"Sb07g027640","Sb07g027640","Sobic.007G209100","Sobic.007G209100","C5YIR0","PTHR35714"
"Sb07g027840","Sb07g027840","Sobic.007G211200","Sobic.007G211200","C5YIT4","PTHR27008"
"Sb07g027920","Sb07g027920","Sobic.007G212000","Sobic.007G212000","C5YIU2","PTHR27000"
"Sb07g028030","Sb07g028030","Sobic.007G213100","null","C5YJ44","PTHR10283"
"Sb07g028060","Sb07g028060","Sobic.007G213400","Sobic.007G213400","null",""
"Sb07g028065","Sb07g028065","Sobic.007G213500","Sobic.007G213500","C5YJ47","PTHR33698"
"Sb07g028140","Sb07g028140","Sobic.007G214700","Sobic.007G214700","C5YJ56","PTHR32077"
"Sb07g028480","Sb07g028480","Sobic.007G218300","Sobic.007G218300","C5YJ97",""
"Sb07g028560","Sb07g028560","Sobic.007G219100","Sobic.007G219100","C5YJA5","PTHR23324"
"Sb07g028590","Sb07g028590","Sobic.007G219400","Sobic.007G219400","C5YJA8","PTHR33287"
"Sb07g028620","Sb07g028620","Sobic.007G219900","Sobic.007G219900","C5YJB3","PTHR31268"
"Sb07g028630","Sb07g028630","Sobic.007G220000","Sobic.007G220000","C5YJB4","PTHR24413"
"Sb07g028640","Sb07g028640","Sobic.007G220100","Sobic.007G220100","C5YJB5","PTHR10857"
"Sb07g028670","Sb07g028670","Sobic.007G220400","Sobic.007G220400","C5YJB8","PTHR27000"
"Sb07g028740","Sb07g028740","Sobic.007G221400","Sobic.007G221400","C5YJC7","PTHR22601"
"Sb07g028760","Sb07g028760","Sobic.007G221800","Sobic.007G221800","C5YJD0","PTHR23428"
"Sb07g028780","Sb07g028780","Sobic.007G222600","Sobic.007G222600","C5YJM3","PTHR32382"
"Sb07g028945","Sb07g028945","Sobic.007G224200","Sobic.007G224200","C5YJP2","PTHR12565"
"Sb07g029140","Sb07g029140","Sobic.007G226500","Sobic.007G226500","C5YJR1","PTHR23315"
"Sb06g000440","Sb06g000440","Sobic.006G002700","Sobic.006G002700","C5YB94","PTHR13377"
"Sb06g000470","Sb06g000470","Sobic.006G003000","Sobic.006G003000","C5YB97","PTHR33472"
"Sb06g000480","Sb06g000480","Sobic.006G003100","Sobic.006G003100","C5YB98","PTHR32251"
"Sb06g000620","Sb06g000620","Sobic.006G004900","Sobic.006G004900","C5YBL0","PTHR10996"
"Sb06g000630","Sb06g000630","Sobic.006G005000","Sobic.006G005000","C5YBL1","PTHR37751"
"Sb06g000653","Sb06g000653","Sobic.006G005400","Sobic.006G005400","null",""
"Sb06g000880","Sb06g000880","Sobic.006G008700","null","C5YBP4",""
"Sb06g001000","Sb06g001000","Sobic.006G009900","Sobic.006G009900","C5YBQ8","PTHR32054"
"Sb06g001030","Sb06g001030","Sobic.006G010200","Sobic.006G010200","C5YBR1","PTHR24298"
"Sb06g001120","Sb06g001120","Sobic.006G011200","Sobic.006G011200","C5YBS3","PTHR11516"
"Sb06g001250","Sb06g001250","Sobic.006G012700","Sobic.006G012700","C5YBU1","PTHR35114"
"Sb06g001370","Sb06g001370","Sobic.006G014000","Sobic.006G014000","C5YC45","PTHR10996"
"Sb06g001420","Sb06g001420","Sobic.006G014500","Sobic.006G014500","C5YC50","PTHR33431"
"Sb06g001510","Sb06g001510","Sobic.006G015600","Sobic.006G015600","C5YC66","PTHR26374"
"Sb06g001550","Sb06g001550","Sobic.006G015900","Sobic.006G015900","C5YC73","PTHR31048"
"Sb06g001610","Sb06g001610","Sobic.006G016900","Sobic.006G016900","C5YC80","PTHR10314"
"Sb06g001650","Sb06g001650","Sobic.006G017500","Sobic.006G017500","C5YC85",""
"Sb06g002870","Sb06g002870","Sobic.006G028000","Sobic.006G028000","C5YCU6","PTHR11895"
"Sb06g002920","Sb06g002920","Sobic.006G028400","Sobic.006G028400","C5YCV5","PTHR10209"
"Sb06g003000","Sb06g003000","Sobic.006G029000","null","C5YD57","PTHR31474"
"Sb06g003030","Sb06g003030","Sobic.006G029300","Sobic.006G029300","C5YD60","PTHR10799"
"Sb06g003180","Sb06g003180","Sobic.006G031100","Sobic.006G031100","C5YD82","PTHR10334"
"Sb06g003210","Sb06g003210","Sobic.006G031400","Sobic.006G031400","C5YD86","PTHR31016"
"Sb06g003250","Sb06g003250","Sobic.006G031900","Sobic.006G031900","C5YD91","PTHR31867"
"Sb06g004030","Sb06g004030","Sobic.006G033800","Sobic.006G033800","C5YDB6","PTHR24298"
"Sb06g004060","Sb06g004060","Sobic.006G034200","null","C5YDC1","PTHR31650"
"Sb06g004750","Sb06g004750","Sobic.006G035600","Sobic.006G035600","C5YDN7","PTHR24115"
"Sb06g005000","Sb06g005000","Sobic.006G036300","Sobic.006G036300","C5YDP9","PTHR33433"
"Sb06g007120","Sb06g007120","Sobic.006G039100","Sobic.006G039100","C5YDS9","PTHR34998"
"Sb06g009610","Sb06g009610","Sobic.006G041700","Sobic.006G041700","C5YDW3","PTHR24322"
"Sb06g011070","Sb06g011070","Sobic.006G044100","Sobic.006G044100","C5YE77","PTHR24298"
"Sb06g011080","Sb06g011080","Sobic.006G044200","Sobic.006G044200","C5YE78","PTHR11177"
"Sb06g012030","Sb06g012030","Sobic.006G047200","Sobic.006G047200","C5YEB7","PTHR31945"
"Sb06g012050","Sb06g012050","Sobic.006G047400","Sobic.006G047400","C5XVB4",""
"Sb06g013470","Sb06g013470","Sobic.006G050100","Sobic.006G050100","C5YEQ4","PTHR33385"
"Sb06g013730","Sb06g013730","Sobic.006G050300","Sobic.006G050300","C5YER2","PTHR34946"
"Sb06g013750","Sb06g013750","Sobic.006G050500","null","C5YER4","PTHR21631"
"Sb06g013780","Sb06g013780","Sobic.006G050800","Sobic.006G050800","C5YER8","PTHR13789"
"Sb06g013790","Sb06g013790","Sobic.006G051000","Sobic.006G051000","C5YES0","PTHR10537"
"Sb06g013900","Sb06g013900","Sobic.006G052200","Sobic.006G052200","C5YET2","PTHR21576"
"Sb06g014260","Sb06g014260","Sobic.006G054300","Sobic.006G054300","C5YEV2","PTHR21240"
"Sb06g014520","Sb06g014520","Sobic.006G057000","null","C5YF77","PTHR10825"
"Sb06g014550","Sb06g014550","Sobic.006G057300","Sobic.006G057300","C5YF79","PTHR10209"
"Sb06g014580","Sb06g014580","Sobic.006G058000","Sobic.006G058000","C5YF83","PTHR11802"
"Sb06g014820","Sb06g014820","Sobic.006G060000","Sobic.006G060000","C5YFB3","PTHR15362"
"Sb06g014990","Sb06g014990","Sobic.006G062300","Sobic.006G062300","C5YFD9","PTHR23155"
"Sb06g015060","Sb06g015060","Sobic.006G062900","Sobic.006G062900","C5YFF0","PTHR10044"
"Sb06g015070","Sb06g015070","Sobic.006G063100","Sobic.006G063100","C5YFF1","PTHR10044"
"Sb06g015125","Sb06g015125","Sobic.006G063800","Sobic.006G063800","C5YFF7","PTHR12415"
"Sb06g015200","Sb06g015200","Sobic.006G064800","Sobic.006G064800","C5YFG6","PTHR31061"
"Sb06g015290","Sb06g015290","Sobic.006G065900","Sobic.006G065900","C5YFR7","PTHR33270"
"Sb06g015320","Sb06g015320","Sobic.006G066400","Sobic.006G066400","C5YFS1","PTHR24298"
"Sb06g015330","Sb06g015330","Sobic.006G066500","Sobic.006G066500","C5YFS2","PTHR21470"
"Sb06g015470","Sb06g015470","Sobic.006G068100","Sobic.006G068100","C5YFT7","PTHR22953"
"Sb06g015480","Sb06g015480","Sobic.006G068200","Sobic.006G068200","C5YFT8","PTHR33601"
"Sb06g015570","Sb06g015570","Sobic.006G069000","Sobic.006G069000","C5YFU9","PTHR19370"
"Sb06g015600","Sb06g015600","Sobic.006G069300","Sobic.006G069300","C5YFV4","PTHR18952"
